rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,soil_moisture_pct,elevation_m,slope_deg,vegetation_index,drainage_density,distance_to_river_km,antecedent_rainfall_mm,risk_class
22.2,38.9,80,1005.5,0,49,381,16.6,0.585,2.59,9.98,96.7,Low
0,26,54.3,1005.4,5.6,28.4,288,26.6,0.475,3.31,4.45,9.3,Low
12.3,28.7,72.5,1008.7,10.5,39.6,0,0,0.466,4.19,7.96,54.2,Low
76.5,31.8,51.9,1013.2,10.5,19.9,173,4.2,0.266,3.04,10.41,0,Low
51.9,30.2,77.4,999.7,13.8,63.7,340,27.5,0.476,3.66,0.1,158.9,High
16.2,21,41.9,1022.8,8.8,50.4,58,24.4,0.148,2.93,3.22,56.7,Low
0,36.8,74.6,1011.2,10.8,35.8,515,5.6,0.31,0,2.68,76.5,Low
19.1,19.5,66.5,1001.4,10.2,67.6,0,0,0.649,2.68,4.59,153,Medium
96.5,15.8,72.7,1012.8,17.8,51.6,105,0,0.399,2.59,12.43,60.8,Medium
88.8,25.1,75.8,1015.6,13.6,37.5,30,15.6,0.479,3.26,3.57,50.3,Medium
12.9,31.4,88.3,1027,2.4,48.6,32,21.4,0.47,1.95,2.37,163.7,Medium
84.9,31.6,87.5,1018.5,7.6,69.8,0,37,0.21,2.09,7.39,131.7,High
22.8,10,58.1,1015.8,4.3,57,618,14.1,0.569,3.99,0.1,186,Medium
16.9,21.8,77.2,1015.7,8.8,72.2,231,14.2,0.377,2.56,5.3,61.2,Medium
125.1,28.4,44.4,1005.5,7.7,78.3,286,26,0.02,3.97,7.96,131.6,Medium
32.3,44.4,53.3,1028.9,17.3,65.5,114,22.8,0.281,3.65,9.26,94.7,Low
2.4,35,69.2,1023.3,4.7,54.9,696,18.7,0.51,1.46,8.03,0,Low
92.2,27.5,43.1,1001.1,5.2,40.6,589,11.1,0.068,4.7,3.18,58.7,Low
44.5,26.8,67.6,999.5,5.4,73,448,9,0.54,3.4,6.06,81.3,Medium
28.2,23.2,88.8,1004,13.4,93,260,9.8,0.48,3.8,11.75,146.7,Medium
75.8,22.9,90.9,1016.6,11.7,19.8,593,0,0.458,1.36,9.63,26.3,Medium
63,34.7,73.8,1021.1,16.4,83.4,347,30.4,0.223,4.21,5.06,74.1,Medium
84.3,33.5,68.3,989.5,6.6,24.1,365,10.3,0.596,1.75,0.1,82.5,Medium
29.3,51.8,51.5,990.9,8.8,63.8,663,1.3,0.393,3.28,0.1,190.6,Medium
79,43.2,43.3,1002.2,2.6,52.7,597,19.6,0.622,3.71,6.71,106.4,Medium
101.9,28.9,63.3,1006.7,2.7,52,513,13.3,0.604,3.22,0.1,78.7,Medium
46.2,17.7,61.7,1009.5,6.8,36.6,599,14.3,0.339,4.93,8.68,15.4,Low
14.2,19.9,64.6,1000,12.1,67.7,813,21,0.607,2.67,5.34,5.9,Low
40.3,30.6,69.6,1018.5,6,46.7,381,36.5,0.835,1.68,7.14,0,Medium
89.5,22.3,87.3,1013.4,10,50.2,743,16.7,0.959,2.14,0.1,78.2,High
45.3,22.4,58.8,1010,8.6,42.8,154,32,0.659,0.2,3.11,46.6,Low
0,30.1,94.4,1026,12.2,98.8,406,17.8,0.648,1.87,11.98,23.4,Medium
48.1,26.8,81.4,1018,4,44.4,127,28,1,3.54,10.27,138.5,Medium
67.3,24.6,71.4,1000.2,8.4,80.3,371,24.9,0.259,5.65,2.56,75,Medium
57.8,30.2,58.9,1009.2,10.5,33.7,412,20.9,0.435,5.92,1.82,106.9,Medium
77.5,23.1,82.3,1004.2,12.7,54.6,818,45.7,0.663,2.04,6.33,37.3,Medium
43.5,26.7,53.2,1011.2,13.2,67.2,188,14.2,0.534,4.35,2.08,106.5,Medium
50.4,37.3,89.8,1025.4,3.3,36.4,146,31.9,0.66,1.76,8.71,145.6,Medium
70.5,36.9,61.5,1016,0.9,55.4,796,33,0.415,3.92,4.45,76.5,Medium
72.4,15.6,79.4,979.8,14.4,40.1,470,20.2,0.332,1.65,1.83,94.7,Medium
90.9,27.7,39.8,1003.9,12.6,46.8,0,5.7,0.543,1.53,2.74,97,Medium
56.5,31.7,66.6,1011.1,12.8,21.7,133,15.9,0.805,6.41,5.51,0,Low
69.5,20.2,54.1,998.1,13.1,32.5,463,22,0.214,3.16,0.84,109.1,Medium
7,27.2,72.9,998.3,13,56.9,64,15.6,0.722,1.41,0.1,41.9,Medium
0,28.5,50.8,1019.2,7.1,35.6,40,18,0.296,0.44,2.19,103.4,Low
71.3,36.8,69.8,1012.4,13.5,45.1,447,25.5,0.51,2.96,3.7,83.7,Medium
61.9,32.7,55.7,1013.8,3.6,74,370,13.6,0.39,5.96,9.65,77.3,Medium
69.8,20.9,100,1002.5,8.3,50.4,255,23.8,0.735,6.43,0.1,94.3,High
31.4,22.5,70,1005.1,10.5,81.6,29,16.3,0.482,3.72,8.4,114.8,Medium
2.7,32.5,63.1,1010.4,10.1,70.2,968,11,0.361,4.65,1.44,55.3,Low
0,35.8,84.7,1017.4,5.9,31.1,885,25.3,0.883,4.9,7.59,91.4,Low
17.3,24.7,67.8,1010.6,10.5,45.8,740,19.8,0.377,0.71,6.46,48.9,Low
11.9,19.3,53.8,997.7,8,86.4,659,0,0.88,2.19,5.03,42.4,Low
95,24.4,49.6,1005.1,9.3,47.9,131,17.5,0.535,3.63,2.93,124.7,Medium
116,34.8,86,1006.1,5.5,56.8,0,16.5,0.703,4.11,0.1,90.8,High
44.5,19,48.7,996.6,6.1,32.1,944,23.5,0.55,2.13,0.1,48.3,Medium
24.6,5.1,58.1,996.1,5.9,35.3,510,37.5,0.502,0.63,4.18,73.3,Medium
80.7,14,52.6,1003,2.9,26.8,392,19.8,0.728,1.11,3.42,128.9,Medium
33.5,32,62.9,1012.1,0,38.8,377,25.9,0.708,4.64,6.23,2.8,Low
0,34.3,100,1002.4,3.2,80.5,504,14.9,0.566,2.7,0.1,40.3,Medium
82.9,30.4,63.3,1022.2,8,42.5,294,0,0.273,4.74,2.75,146.2,Medium
56.3,26.9,85.7,1014.8,8.2,79,135,13.5,0.15,2.31,8.53,91.8,Medium
0,33.8,51.7,998.8,5.5,70,207,21.8,0.278,4.75,6.39,87.6,Medium
44.7,21.2,64,1004.1,10.7,57.2,141,17.9,0.313,2.25,2.65,61.2,Medium
60.7,42.4,61.2,1001.4,12,58.9,457,16.7,0.563,3.71,2.49,64.6,Medium
44.7,41.1,88.2,985.2,9.5,29.7,201,21.2,0.49,3.1,9.01,136.4,Medium
33.8,34.3,70.2,1017.1,5.4,29.4,1062,40.2,0.648,3.17,0.1,52.3,Medium
65.1,24.2,82.2,1021.2,11.5,71.7,403,7.6,0.341,4.94,9.16,112.2,Medium
37.5,37.6,76.8,1018.8,0.3,59.7,366,27.1,0.416,3.33,0.1,107.6,Medium
81.2,16,64.9,1023.7,5.2,58.1,708,16.6,0.678,3.08,7.18,182.4,Medium
41.1,35.7,57.9,994.8,12.4,53.2,13,4.1,0.756,3.73,5.07,91.8,Medium
17.2,28.5,88.1,1028.7,6.9,36.5,6,9.7,0.689,3.6,5.64,66.9,Low
0,47.5,86.2,1010.9,8.5,69.7,408,27.3,0.573,3.47,5.77,190.1,Medium
82.8,36.7,86.7,991.9,9.4,32.8,0,20.9,0.767,4.44,0.1,109.7,High
13.7,34.6,60.3,1015.2,8.6,30.9,322,26.4,0.096,4.35,4.58,100.3,Low
20.9,19.9,55.3,1005.2,13.7,71.5,798,11.4,0.469,5.26,0.95,15.1,Medium
52.8,32.7,82.1,1013.7,7.8,42.8,319,20.2,0.366,3.75,0.1,103.3,Medium
61.5,24.6,75.1,1001.4,6.2,35.5,509,21.8,0.34,3.83,0.1,96.6,Medium
34.8,32.9,56,1000.3,6.9,86.8,407,14.8,0.403,4.6,11.12,87.5,Medium
72.5,25.3,79.3,1028.5,20.2,61.1,359,0.9,0.573,4.85,0.1,68.5,Medium
59.9,26.2,55,1003,16.1,79.6,639,5.8,1,2.63,0.1,39.9,Medium
0,24.7,71.6,1030.4,7.2,42.3,149,24.7,0.221,1.85,0.1,115.6,Medium
0,26.8,97.4,998.9,14.3,39.4,426,27.4,0.495,4.41,4.12,64.9,Medium
66.7,39.3,71.7,1003,12.6,66.5,776,26.4,0.119,1.52,1.15,144.2,High
11.6,20,56.6,993.8,0.4,70.2,715,23.8,0.737,3.49,4.99,56.3,Low
21.2,31.9,70.1,1013.1,6,44.8,728,27.4,0.424,3.72,7.45,169.6,Medium
48.9,29.3,74.6,1017.6,7.7,46.5,129,24.3,0.467,3.34,2.37,0,Medium
104.6,11,89.9,1009.6,15.8,29.7,133,26.2,0.381,4.08,5.51,90,Medium
0,26.4,78.5,1013.7,8.3,57.7,618,0,0.465,4.06,4.5,99.2,Low
94.1,10.3,52.6,1012.9,12.9,27.6,611,21.8,0.502,2.21,7.8,33.2,Medium
58.3,29.6,65.8,1019.7,10.2,48.2,384,8.1,0.677,3.11,2.44,22.4,Low
74.8,29.5,70.1,1007.2,1.3,67.6,644,31.9,0.535,2.81,5.16,81.8,Medium
2.9,36.1,92.7,1024.4,7.3,57.8,256,10,0.664,2.93,13.07,84.6,Low
0,35.6,69.5,1007.2,11,63.1,219,2.9,0.524,3.82,6.53,124.9,Low
85.3,35.8,83.4,1015.1,8.2,47.9,450,19.6,0.435,3.75,3.85,61.9,Medium
10.6,28.7,63,1013.2,8.8,20.3,604,20,0.489,2.43,6.24,29,Low
61.9,36.9,59.5,1000.9,8.5,71.2,349,0,0.679,2.2,0.38,110.2,Medium
36.7,30.9,63.4,1022.3,7.4,40,466,19.6,0.642,1.41,2.41,45.1,Low
8.6,30.9,74,1028,8.6,30.3,359,9.2,0.549,3.8,9.75,83.7,Low
142.7,40.6,67.9,1008,3.4,67.6,824,6.2,0.555,3.49,2.61,162.5,Medium
28.3,19.7,66.7,1025.7,15.3,57,341,29.1,0.257,4.66,3.5,100,Medium
0,31.5,85,995,3.2,49.8,795,8.5,0.715,3.88,5.38,146.9,Medium
61.9,40.2,80.6,995.9,9.5,46.4,63,23.8,0.292,4.72,6.4,98.9,Medium
69.9,26.2,56.2,1017.3,5.1,26.2,290,0,0.524,1.97,3.09,120,Medium
20,19.6,55.8,1003.5,11.5,29.8,232,17.9,0.505,2.36,8.98,95.1,Low
55.7,15.8,63.9,1012.4,0,12,358,15.5,0.719,3,7.46,23.3,Low
0,31.2,26.7,1009,7.5,44.1,831,18.4,0.484,3.58,1.85,1,Low
120.8,27.7,64.1,1020.9,7,74.6,194,0,0.489,3.71,10.7,157.1,Medium
9.2,22.6,57.1,1024.9,15.6,29.4,886,40.5,0.647,0.08,0.1,253.5,Medium
78.4,34,65.8,1006,7.5,63.3,147,25.4,0.711,3.6,0.1,91.1,Medium
13.5,33.3,65.4,1011.9,11,26.8,389,29.3,0.297,3.07,2.8,144.2,Low
34.9,30.3,68.3,1002.8,7.4,68,332,40.3,0.615,3.7,9.39,14.1,Medium
0,39.6,76.1,1014.1,8.3,54.6,1279,0,0.661,1.04,4.38,6.5,Low
102.5,23.2,78.9,989.1,6,50.6,999,8.2,0.676,4.22,0.1,91.9,High
0,29.2,72.3,998.7,8.2,29.9,574,17.6,0.426,3,3.36,123,Medium
41.2,20.1,82.7,1008.4,5.5,49.1,252,34.4,0.317,4.91,12.95,171,Medium
0,28.6,71.2,1014,18.8,95.6,475,7.2,0.083,4.97,0.1,107.1,Medium
64,26.6,77.3,1013.3,11,69.8,496,24.9,0.653,1.82,1.73,147.6,High
50,24.5,42.1,1004.3,3.4,69.6,370,24.6,0.744,0,2.07,115.1,Medium
98.2,18.7,78.4,1012.3,9.4,65.4,609,26,0.359,3.29,7.93,55.7,Medium
55.2,33.5,89,995.2,2.5,49.9,503,0,0.298,4.65,0.36,0.1,Medium
25.4,21.4,70.6,994.8,9.2,39,984,3.3,0.464,5.29,0.84,129,Medium
99.5,28.1,57,1010.3,10,43,0,24.7,0.401,3,0.48,21.7,Medium
34.9,33.5,53.1,1006,10.5,56.1,0,25.3,0.419,0.95,0.1,70.1,Medium
35,19.5,74.9,996.7,2.4,43.7,632,52.7,0.553,2.65,6.68,49.6,Medium
69.3,37.1,63.2,992.3,11.9,63.4,522,29.4,0.491,3.63,11.64,52.1,Medium
0,21.7,73.4,1020.2,12.6,36.5,630,2.4,0.507,2.56,8.27,120.5,Low
131.9,33.4,55.1,1015.6,4.9,68,648,10.2,0.125,0.53,9.95,146,Medium
76.5,18.3,79.3,1008.8,4.6,33.9,0,17.4,0.578,2.6,5.55,89.3,Medium
116.2,21.1,84.2,999.9,0,62.8,244,28.1,0.769,4.1,3.84,72.8,Medium
92.9,21.1,82.7,1013.9,10.6,63.4,0,10.1,0.2,0.77,11,146.9,Medium
100,27.8,56.5,1007.7,19.3,30.6,687,14.2,0.562,3.69,5.22,153.3,Medium
36.5,34.7,77.4,1013.6,10,51.4,302,33.6,0.281,3.48,0.1,167.7,High
73,33.9,69.9,1001.5,5.7,43.3,729,23.4,0.375,2.75,9.07,67.3,Medium
20.3,35,70.5,1015,13.3,63.8,742,16.1,0.514,3.41,3.11,106.3,Medium
22.7,12,79.2,1005.1,0,42.9,455,25.6,0.46,5.2,7.32,138.8,Medium
29.1,31.7,84.6,993.3,13.6,56.7,450,17.6,0.415,3.46,10.44,0,Medium
19.6,35.5,57.8,1030.6,0,39.6,584,15.7,0.618,2.51,5.88,60,Low
75.8,13.4,73.4,1015.6,19.8,55.2,809,8.9,0.226,1.61,8.06,76,Medium
24,26.3,41.2,1015.6,13.6,44,95,1.9,0.648,3.96,7.32,48,Low
35,34.1,45.7,1006.9,14.1,71.1,415,20.1,0.782,2.29,1.3,77.9,Medium
27.6,14.4,73.6,1019.6,6.9,46.6,119,0,0.826,1.76,11.88,118.7,Low
36.1,26,83.5,1009.9,2.9,52.3,253,32.8,0.42,2.05,5.85,67.3,Medium
41,22.8,71.4,1005.8,3.4,88.7,736,33.7,0.91,2.18,13.38,102.6,High
3.4,17.6,76.5,1035.2,5.1,66,468,1,0.628,3.63,1.35,104.1,Medium
43.1,32.3,49,1004.4,10.6,57.7,636,0,0.215,4.16,7.12,121.6,Medium
0,38,76,1020.5,14.5,72.2,785,24.4,0.679,3.46,3.2,81.3,Medium
34.4,28.6,76.5,1003.2,11.3,64,542,7.6,0.545,2.22,0.1,70.9,Medium
132.1,38.5,73,981.6,19,92.6,528,26.1,0.716,2.72,3.73,137.9,High
40.4,27.7,84.6,1011.4,14.5,28.4,337,15.8,0.442,2.76,1.66,0,Medium
70,26.1,58.9,1023.5,11.8,32.5,587,27.9,0.659,3.37,10.42,68.8,Medium
57.2,29.1,53.1,1007.5,2.7,56.9,108,30.5,0.616,1.3,3.26,79.6,Medium
33.1,24.7,83.1,1014.5,12.6,46.1,896,1.4,0.372,4.94,1.72,136.1,Medium
69.3,25,74.9,1000.6,9.2,73,783,21.9,0.357,2.79,0.1,74.9,High
76.4,32.1,68.8,1017.3,11.2,100,587,2.8,0.207,1.68,0.1,76.6,Medium
10.6,22.5,55.4,1007.5,11.2,57.1,239,16.7,0.665,3.45,9.64,94.5,Low
111.5,23.1,46.8,1019.6,11.6,40.8,129,45,0.211,3.48,0.1,26.7,Medium
71.8,18.6,100,1017.7,8.1,65.2,467,4.4,0.615,2.36,8.1,126.6,Medium
62.9,23.3,78.5,1003.6,7.9,28.7,353,2.7,0.718,3.39,1.84,81.9,Medium
62.9,23,61.1,1004.9,17.6,32.8,735,13.7,0.435,2.7,3.99,49.8,Low
58.2,12.2,66,1014.1,0.5,32.8,439,23,0.648,4.5,8.34,142.2,Medium
0,22.9,88.9,1034.5,2.7,36.8,698,2,0.558,3.58,10.58,25.7,Low
73.9,31.5,71.4,1004.4,10.1,53.8,132,8,0.407,3.19,12.64,75.6,Medium
38.7,38.1,78.1,1016,12.8,44.7,477,11.3,0.49,2.72,3.42,34.4,Low
47.2,24.6,70.2,1011.9,7.7,46.5,919,16.7,0.437,2.88,7.76,150.2,Medium
34.2,34.5,68.7,1030.6,5.5,52.3,879,16.1,0.632,4.39,9.58,96.3,Low
17.9,27.9,66,1022.2,13,48.6,513,1.5,0.284,3.23,9.39,32.6,Low
26.9,25.5,89.8,1021.3,16.5,41.6,850,24.4,0.582,3.22,5.18,48.9,Low
0,33.8,94.5,1002.9,6.4,37.2,695,37,0.531,4.24,6.64,66.4,Medium
37.2,57.9,74.6,1016.2,10.8,45,534,10,0.61,5.78,7.72,0,Low
65.1,22,64.7,1001.3,9.5,99.8,426,18.1,0.421,3.73,0.1,30.1,Medium
82.4,39.4,74.4,1012.7,9,45.9,356,11.8,0.672,2.06,6.29,112.1,Medium
82.2,36.4,20,1009.4,9.4,41.5,367,9.6,0.733,2.38,7.22,107.3,Low
62.7,21.1,95.2,1010.5,9.7,46.2,753,6.2,0.591,0.83,11.85,22.4,Medium
0,16.7,82.1,1019.4,10.5,65,970,18.2,0.653,2.04,8.48,79.6,Low
48.4,39.7,45.5,1006.7,9.1,80.1,490,22,0.516,4.01,5.84,56.5,Medium
26.8,36.9,74.7,1022.7,13.3,33.6,241,8.8,0.259,4.39,3.07,157,Medium
44.8,25.5,73,1004.2,5.6,33.9,355,27.8,0.83,3.18,7.47,43.2,Medium
62.9,37.1,72.9,996.3,6.6,57.7,15,18.6,0.91,3.71,13.54,109.7,Medium
17.2,17.3,72.7,1008,4.9,60.9,497,16.2,0.544,2.08,14.72,88.2,Medium
125.1,26,83,1011.3,13.9,52.8,657,43.3,0.558,1.02,7.98,82.1,Medium
62.4,30,61.2,1026.8,9.7,75.5,113,1.9,0.719,2.09,0.1,117,Medium
0,35,70.5,999.4,4.8,40.1,808,13.9,0.475,2.64,0.1,81.3,Medium
0,19.4,60.8,993.4,0.9,54.6,0,8.7,0.382,2.46,8.16,6.5,Low
44.6,24.1,55.8,1004.1,13,43.5,939,14,0.675,2.79,2.53,82.9,Low
75.9,31.6,52.6,1011.8,5.7,57.8,357,6.7,0.074,3.54,12.58,194.9,Medium
23.6,15.5,71.8,1010.4,8.5,65.6,0,28.7,0.19,4.28,2.11,111.3,Medium
29.1,22.7,63.1,996.3,15.1,34.5,362,0,0.593,2.47,1.34,0,Low
98.5,38.9,61.8,1018.1,3,53.2,824,17.7,0.61,4.35,4.85,121,Medium
90.6,8.1,83.9,1007.6,6.6,63.8,821,13.7,0.406,0.37,4.08,97.3,Medium
26.1,33.8,52,1006.4,14,55.2,445,20.5,0.709,1.11,4.33,204.3,Medium
15.6,39.4,90.3,1003.5,6.7,26.9,804,4.4,0.699,1.58,3.37,43.5,Low
65.9,17.8,72.5,1020.8,4.9,83.1,103,13.5,0.493,2.15,0.57,127.4,High
0,33.5,71.2,997.2,19.7,73.4,493,5.7,0.413,1.7,4.01,63.6,Medium
110.7,35.2,77,1004.5,12.6,60.8,116,25.8,0.253,0.19,8.08,147.7,High
109.2,37.3,72.5,1015.2,8.4,67.2,364,25,0.432,4.4,6.1,112.3,Medium
87.6,30,64.1,1019.1,12,68.5,607,0.7,0.612,2.31,5.35,106.4,Medium
88.4,24.2,79.2,1003.6,2.5,58.9,704,1.4,0.622,2.46,0.1,190.4,High
16.3,39.6,73.5,995.6,12,8,719,12.2,0.889,3.64,9.08,14.4,Low
11.7,24.1,65.5,1024.4,3.3,34.6,251,5.6,0.381,0.23,6.67,70.4,Low
104.7,31.8,38.2,1014.2,0.5,68.9,308,10.3,0.701,5.04,3.51,44.8,Low
124.9,39.8,59.4,1028.8,7.2,81.6,173,9.8,0.593,4.93,1.19,70.7,Medium
97.8,47.4,76.9,1010.4,1,13.6,297,0,0.325,3.14,6.18,92.3,Medium
0,31.3,54.4,1013.9,16.7,65.3,872,18.5,0.526,4.66,13.75,102.3,Low
66.5,46.5,100,1015.6,2,32.5,417,19,0.587,4.69,0.1,74.8,Medium
54.1,29.5,60.6,1003.9,2.6,41.7,111,27.7,0.326,3.66,1.67,0,Medium
29.8,42.5,63.7,999.4,8.4,43.8,481,29.8,0.965,0.29,1.64,135.4,Medium
46.7,26,59,1005.8,8.7,56.5,104,14.5,0.729,4.29,6.06,0,Low
47.2,26.1,56.7,1001.9,3.2,57.6,232,17.9,0.73,4.52,7.73,16.2,Medium
28.2,16.9,64.3,1014.4,5,40.9,158,21.9,0.623,4.48,6.33,70.8,Low
84.4,19.9,100,1019.6,1,59.8,315,13.2,0.625,3.98,1.77,65.2,High
34.4,25.6,75.6,1002,10.8,58.6,622,14.6,0.444,4.11,5.29,143.4,Medium
0,27.3,61.6,1015.1,11.3,83.4,761,44.7,0.431,2.81,3.05,53.8,Low
0,16.7,81.1,1019.6,2.3,48.8,0,27.1,0.276,1.75,8.63,100,Low
32.3,17.8,64.5,994.8,9.7,82.6,242,0,0.348,3.76,0.1,113.7,Medium
54.8,14.8,67.6,1017.6,0,38.2,146,9.7,0.319,1.36,7.72,61.5,Low
34.4,32.9,48.2,1000.9,8,45.7,0,24.4,0.658,3.44,4.42,81.6,Low
16.7,29.2,80.8,1002,18.9,57.7,452,14.2,0.835,2.44,10.41,191,Medium
100.8,25.2,73.9,996.3,3.5,55.4,312,19.1,0.481,2.02,4.32,45.2,Medium
42.4,36.6,77.5,1010.4,8.3,26.9,700,7.6,0.612,6.34,12.08,101.6,Low
20.6,34.1,44.6,1001.1,3.8,27.9,386,44.5,0.438,5.35,0.89,8.1,Medium
41.9,29.8,65.7,1007.9,17,52.5,446,23.2,0.61,7.29,4.83,90.1,Medium
43.7,17.6,71.1,1010,3.5,72.7,32,0,0.683,3,8.51,67.5,Medium
73.4,33.6,91,1014,0,47.8,0,9.9,0.759,0,2.77,152.4,Medium
55.8,19.1,63.2,1017.8,9.3,55.8,267,0,0.73,4.78,3.77,161.1,Medium
19.1,22.3,78.2,1003.5,9.6,31.2,212,22.1,0.492,2.77,5.11,180.6,Medium
6.9,36.8,62.3,1015.7,2.8,41.3,138,16.6,0.631,2.29,0.1,167.5,Medium
89.3,27.5,68,1019.2,16.4,72.3,297,12.6,0.44,2.12,2.18,48.3,Medium
53.6,17.7,96.6,997.7,14.8,64.1,193,0.3,0.51,4.94,0.1,87.1,Medium
159.8,27.5,58.2,1021.9,6,30,410,37.4,0.067,2.24,8.38,90.2,Medium
56.8,32.1,88.1,1011.1,16.9,53.7,808,30.5,0.739,2.78,7.34,32.1,Medium
0,33.8,62.4,1011.7,9.8,50.9,0,17.9,0.647,4.29,8.8,40.1,Low
89.4,24.8,63.6,994.2,3.7,63,615,18.7,0.688,3,7.54,58.1,Medium
35.3,25.5,62.6,997.2,4.7,41.7,26,15.3,0.531,2.26,6.93,38.1,Low
49,22.9,26.2,1017.6,7,47.6,561,20.5,0.57,2.25,7.83,165.3,Medium
36.9,18.6,83.6,1001.8,6.7,16.9,366,21,0.447,2.72,0.1,78,Medium
24,20.4,94.6,1024.5,4.1,50.3,309,0.9,0.32,1.82,12.69,90.2,Medium
39.9,16,77.7,1007.7,8.3,44.8,753,17.8,0.686,1.39,6.05,178,Medium
72.6,15.7,72.3,1010.3,11.3,77.2,500,33.1,0.572,4.88,2.63,209.8,High
43.6,17.3,54.9,1007.5,4.8,68.2,287,34.4,0.607,0.34,0.1,39.8,Medium
7.1,36.3,69.2,1018.5,0,40.2,714,39.4,0.604,0.52,4.87,102.1,Low
32.7,27.4,87,999.1,7.9,61.4,442,32.6,0.474,4.32,5.34,127,High
43.3,28.2,61.5,1001.8,10.5,60.3,785,10.1,0.513,3.99,6.68,200,Medium
69.1,18.4,74.8,1008.8,4,62,459,16.5,0.389,3.3,5.01,0,Medium
99.7,39.7,64.3,1015.3,5,81,491,11.6,0.476,4.69,1.91,126.8,High
117.9,11.7,82.7,991.8,4.1,32.7,0,18.7,0.472,2.63,6.32,142.7,Medium
31,36.8,77.6,1011,4.7,61.5,614,7.4,0.36,4.98,0.89,120.8,Medium
28.8,24.1,64.6,1011.4,3.2,31.3,124,32.5,0.568,4.1,12.78,81.1,Low
40.4,24.9,54,1016.9,14.3,77.5,265,10.4,0.613,1.06,0.1,147.5,Medium
0,32.3,52.5,988.6,12.9,85.3,0,9.1,0.435,3.23,3.42,76.3,Medium
121,44.1,54.7,1008,6.3,43.5,0,19.9,0.882,4.66,2.22,100.8,Medium
35.1,22.1,67.3,1010.3,10.6,72.4,0,25.2,0.531,5.17,0.23,115.9,Medium
104.5,34.6,64.5,1014.8,18.2,57.8,149,7.8,0.726,5.05,5.49,244.7,Medium
110.5,26.6,75.1,1020,2.2,54.7,276,17.2,0.55,8.17,1.69,87.7,High
11.2,27.8,94.7,1007.9,12.5,100,33,9.2,0.371,3.37,10.35,0,Medium
0,33.6,56.4,1022.5,16.9,43.6,445,31.7,0.651,0.61,0.28,64,Medium
47.3,12.4,91.8,1015.5,10.1,43.1,457,27.2,0.419,1.72,6.71,78,Medium
55.1,15.6,73.8,1011.4,7.5,29.1,380,6.5,0.642,2.71,11.92,128.4,Medium
0,35.1,61.9,1010.8,6.3,50.6,270,37.1,0.38,3.4,7.76,107.6,Low
54.7,26.6,83.4,995.7,10.4,70.6,437,7.9,0.274,3.47,0.1,129.5,High
54.9,30.6,54.9,1016.3,10.9,21.3,1085,2.3,0.637,2.79,8.39,74,Low
48.7,28.6,80.9,996.5,4.7,50.1,315,23,0.675,2.56,2.32,112.3,Medium
0,27.9,97.6,1012.1,9.4,49.8,390,27.6,0.426,5.63,0.55,173.1,Medium
72.1,29.2,89.4,991.2,7.2,65.9,658,19,0.534,4.83,13.65,92.2,Medium
0,24.4,84.4,1006.8,9.2,38.9,204,30.6,0.467,5.79,5.2,0,Low
79.2,36.2,41.9,1018.8,6.7,53.9,368,18.7,0.238,4.24,0.1,120.2,Medium
53.2,20.4,87,1014.9,8.2,68.3,280,42.1,0.658,1.49,4.93,98,High
0,26.8,85.5,1002.3,12.9,58.7,318,10.5,0.602,1.75,5.22,0,Low
28.3,34.4,74.5,1007.4,4.9,44.3,365,25.3,0.265,3.51,0.1,176.1,Medium
0,15.5,72.3,996.1,10.6,65.1,511,1.9,0.724,4.02,0.14,19.4,Medium
97.8,23.8,63.6,1010.9,10,5,828,4.2,0.318,0.72,12.28,58.8,Low
25.4,29.1,82.6,1020.3,9,65.1,454,9.9,0.3,3.17,6.11,127.7,Medium
71.4,22.9,67.4,1028.5,16.6,48.8,59,0,0.683,1.78,10.43,0,Low
80.8,31.6,78.8,1019.5,10.8,17.2,706,22.4,0.692,1.92,0.1,88.5,Medium
67.4,30.4,82.2,994.2,1.6,56.8,207,25.2,0.553,0.74,6.19,47,Medium
36.8,32.5,74.3,1015.5,0,44.8,117,10.2,0.199,2.61,2.68,72.2,Low
73.1,32,77.1,1015.6,12.4,73.8,0,23.6,0.452,2.67,12.4,102.2,Medium
102.1,38.4,72.5,1001.6,7.5,56.1,708,4.2,0.146,0,9.76,12.2,Medium
68.7,23.3,68.1,1021.8,4.7,61.5,266,36.2,0.59,1.03,9.94,87.6,Medium
10.4,26.3,75.6,1004,0,26.6,830,0,0.329,3.47,9.08,120.8,Low
23.2,39,51.1,1011,8.3,52.8,164,2.9,0.688,3.5,13.13,147.5,Low
109.5,19.7,79.7,1023.3,3.9,40.4,339,1.4,0.54,5.01,10.88,169.6,Medium
48.8,46.5,73.5,1024.4,6.9,40.5,258,19.8,0.42,3.04,9.07,2.5,Medium
37.8,23.2,73.4,1018.6,6,51.1,1088,35.9,0.834,3.35,3.5,22,Medium
98.3,19.6,79.7,1016.9,3,21.5,75,4.8,0,2.57,0.14,143.4,Medium
38.6,15.9,99.2,1019.6,4.4,8.1,367,8,0.74,2.14,3.93,22.1,Low
93.8,28.9,100,1015.5,9.7,50.8,509,13.3,0.541,2.96,8.21,136.6,High
7.3,41.3,69.5,1009.8,6.8,77.5,785,20.1,0.744,2.83,1.97,139.5,Medium
